Date/Time (Eastern),Top-of-the-Hour Air Temperature (C),Total Precipitation (mm),Average Solar Radiation (W/m2)
2020-07-09 14:00:00,29.6,0,311.6
2020-07-09 15:00:00,30.4,0,1051
2020-07-09 16:00:00,30.1,0,667.7
2020-07-09 17:00:00,29.6,0,654.1
2020-07-09 18:00:00,28.7,0,434.9
2020-07-09 19:00:00,22.8,0,243.1
2020-07-09 20:00:00,22.6,3.05,37.66
2020-07-09 21:00:00,22.6,0,0
2020-07-09 22:00:00,22,0.76,0
2020-07-09 23:00:00,21.6,0,0
2020-07-10 00:00:00,22,0,0
2020-07-10 01:00:00,22.2,0,0
2020-07-10 02:00:00,22.4,0,0
2020-07-10 03:00:00,21.8,0,0
2020-07-10 04:00:00,21.4,0,0
2020-07-10 05:00:00,21.6,0,0
2020-07-10 06:00:00,22.4,0,0
2020-07-10 07:00:00,24.3,0,106.1
2020-07-10 08:00:00,25.8,0,263.6
2020-07-10 09:00:00,28,0,256.8
2020-07-10 10:00:00,28.1,0,722.5
2020-07-10 11:00:00,29.7,0,380.1
2020-07-10 12:00:00,30.5,0,818
2020-07-10 13:00:00,31.1,0,1065
2020-07-10 14:00:00,32.3,0,1188
2020-07-10 15:00:00,32.5,0,1038
2020-07-10 16:00:00,32.7,0,818
2020-07-10 17:00:00,30.8,0,702
2020-07-10 18:00:00,31.2,0,448.6
2020-07-10 19:00:00,29.5,0,229.4
2020-07-10 20:00:00,27.5,0,0
2020-07-10 21:00:00,24.5,0,0
2020-07-10 22:00:00,21,0,0
2020-07-10 23:00:00,21.4,28.96,0
2020-07-11 00:00:00,21.1,0,0
2020-07-11 01:00:00,21.3,0,0
2020-07-11 02:00:00,21.4,0.25,0
2020-07-11 03:00:00,21.1,0,0
2020-07-11 04:00:00,21.2,0,0
2020-07-11 05:00:00,21.2,0,0
2020-07-11 06:00:00,21.2,0,0
2020-07-11 07:00:00,22,0,37.66
2020-07-11 08:00:00,24.7,0,284.2
2020-07-11 09:00:00,27.1,0,462.2
2020-07-11 10:00:00,28.5,0,667.7
2020-07-11 11:00:00,29.3,0,846
2020-07-11 12:00:00,30.3,0,955
2020-07-11 13:00:00,30.7,0,1024
2020-07-11 14:00:00,30.5,0,236.3
2020-07-11 15:00:00,31.2,0,1051
2020-07-11 16:00:00,32,0,914
2020-07-11 17:00:00,31,0,667.8
2020-07-11 18:00:00,30.9,0,448.6
2020-07-11 19:00:00,30.3,0,188.4
2020-07-11 20:00:00,26.2,0,65.07
2020-07-11 21:00:00,24.3,0,0
2020-07-11 22:00:00,24.3,0,0
2020-07-11 23:00:00,24,0,0
2020-07-12 00:00:00,23.2,0,0
2020-07-12 01:00:00,22.5,0,0
2020-07-12 02:00:00,22.8,0,0
2020-07-12 03:00:00,22.3,0,0
2020-07-12 04:00:00,20.9,0,0
2020-07-12 05:00:00,21.7,0,0
2020-07-12 06:00:00,22,0,0
2020-07-12 07:00:00,25.1,0,78.75
2020-07-12 08:00:00,27.5,0,270.5
2020-07-12 09:00:00,28.6,0,475.9
2020-07-12 10:00:00,30.3,0,667.7
2020-07-12 11:00:00,30.2,0,202
2020-07-12 12:00:00,31.2,0,955
2020-07-12 13:00:00,31.8,0,846
2020-07-12 14:00:00,32,0,1017
2020-07-12 15:00:00,31.9,0,928
2020-07-12 16:00:00,32.1,0,797.9
2020-07-12 17:00:00,31.9,0,640.4
2020-07-12 18:00:00,31.4,0,510.3
2020-07-12 19:00:00,30.4,0,188.4
2020-07-12 20:00:00,28.3,0,78.77
2020-07-12 21:00:00,27.2,0,0
2020-07-12 22:00:00,26.3,0,0
2020-07-12 23:00:00,24.8,0,0
2020-07-13 00:00:00,23.6,0,0
2020-07-13 01:00:00,22.7,0,0
2020-07-13 02:00:00,22.2,0,0
2020-07-13 03:00:00,21.3,1.02,0
2020-07-13 04:00:00,20.8,0.25,0
2020-07-13 05:00:00,20.6,0,0
2020-07-13 06:00:00,20.6,0,0
2020-07-13 07:00:00,23.1,0,37.66
2020-07-13 08:00:00,24.9,0.25,339
2020-07-13 09:00:00,27,0,352.7
2020-07-13 10:00:00,29.4,0,489.6
2020-07-13 11:00:00,30.8,0,825
2020-07-13 12:00:00,31,0,969
2020-07-13 13:00:00,32.3,0,1134
2020-07-13 14:00:00,31.1,0,942
2020-07-13 15:00:00,29.2,0,640.4
2020-07-13 16:00:00,27,0,174.7
2020-07-13 17:00:00,28.8,0,106.2
2020-07-13 18:00:00,29.2,0,407.5
2020-07-13 19:00:00,27.9,0,202
2020-07-13 20:00:00,25.4,0,65.07
2020-07-13 21:00:00,23.7,0,0
2020-07-13 22:00:00,23.4,0,0
2020-07-13 23:00:00,22.1,0,0
2020-07-14 00:00:00,21.8,0,0
2020-07-14 01:00:00,21.3,0,0
2020-07-14 02:00:00,20.9,0,0
2020-07-14 03:00:00,20.7,0,0
2020-07-14 04:00:00,20.5,0,0
2020-07-14 05:00:00,20.8,0,0
2020-07-14 06:00:00,21.3,0,0
2020-07-14 07:00:00,24.3,0,92.4
2020-07-14 08:00:00,26.4,0,229.4
2020-07-14 09:00:00,28,0,462.2
2020-07-14 10:00:00,29.8,0,654
2020-07-14 11:00:00,30.8,0,818
2020-07-14 12:00:00,32.1,0,955
2020-07-14 13:00:00,32.1,0,1051
2020-07-14 14:00:00,31.9,0,339
2020-07-14 15:00:00,31.6,0,256.8
2020-07-14 16:00:00,33.7,0,181.5
2020-07-14 17:00:00,32.5,0,667.8
2020-07-14 18:00:00,31.2,0,414.4
2020-07-14 19:00:00,30.6,0,106.2
2020-07-14 20:00:00,27.9,0,78.77
2020-07-14 21:00:00,25.9,0,0
2020-07-14 22:00:00,24.9,0,0
2020-07-14 23:00:00,24.3,0,0
2020-07-15 00:00:00,24.1,0,0
2020-07-15 01:00:00,23.2,0,0
2020-07-15 02:00:00,22.7,0,0
2020-07-15 03:00:00,22.5,0,0
2020-07-15 04:00:00,22.9,0,0
2020-07-15 05:00:00,22.3,0,0
2020-07-15 06:00:00,22.3,0,0
2020-07-15 07:00:00,25.4,0,78.75
2020-07-15 08:00:00,27.6,0,243.1
2020-07-15 09:00:00,29.7,0,448.5
2020-07-15 10:00:00,30.9,0,640.3
2020-07-15 11:00:00,32.7,0,708.9
2020-07-15 12:00:00,31.9,0,1079
2020-07-15 13:00:00,28.2,0,380.1
2020-07-15 14:00:00,23.6,0,133.6
2020-07-15 15:00:00,25.1,0,119.8
2020-07-15 16:00:00,27.8,0,119.8
2020-07-15 17:00:00,30.5,0,208.9
2020-07-15 18:00:00,31.2,0,297.9
2020-07-15 19:00:00,28.7,0,161
2020-07-15 20:00:00,26.4,0,51.37
2020-07-15 21:00:00,25.3,0,0
2020-07-15 22:00:00,24.6,0,0
2020-07-15 23:00:00,24,0,0
2020-07-16 00:00:00,23.5,0,0
2020-07-16 01:00:00,22.7,0,0
2020-07-16 02:00:00,22.4,0,0
2020-07-16 03:00:00,22.8,0,0
2020-07-16 04:00:00,21.8,0,0
2020-07-16 05:00:00,22.2,0,0
2020-07-16 06:00:00,22.6,0,0
2020-07-16 07:00:00,24.2,0,78.75
2020-07-16 08:00:00,25,0,256.8
2020-07-16 09:00:00,26.3,0,462.2
2020-07-16 10:00:00,28.8,0,270.5
2020-07-16 11:00:00,28.9,0,462.2
2020-07-16 12:00:00,30.8,0,243.1
2020-07-16 13:00:00,29.8,0,997
2020-07-16 14:00:00,29.6,0,407.5
2020-07-16 15:00:00,30.1,0,763.6
2020-07-16 16:00:00,29.9,0,352.7
2020-07-16 17:00:00,30.6,0,777.4
2020-07-16 18:00:00,30.9,0,407.5
2020-07-16 19:00:00,29.8,0,202.1
2020-07-16 20:00:00,26.8,0,51.37
2020-07-16 21:00:00,26.1,0,0
2020-07-16 22:00:00,24.5,0,0
2020-07-16 23:00:00,24.7,0,0
2020-07-17 00:00:00,24,0,0
2020-07-17 01:00:00,23.1,0,0
2020-07-17 02:00:00,22.7,0,0
2020-07-17 03:00:00,22.4,0,0
2020-07-17 04:00:00,22,0,0
2020-07-17 05:00:00,21.7,0,0
2020-07-17 06:00:00,21.9,0,0
2020-07-17 07:00:00,23.9,0,78.75
2020-07-17 08:00:00,26.4,0,202
2020-07-17 09:00:00,28.1,0,434.8
2020-07-17 10:00:00,29.6,0,626.6
2020-07-17 11:00:00,31.1,0,791
2020-07-17 12:00:00,31.8,0,901
2020-07-17 13:00:00,32.8,0,969
2020-07-17 14:00:00,34.1,0,380.1
2020-07-17 15:00:00,33.9,0,969
2020-07-17 16:00:00,32.4,0,818
2020-07-17 17:00:00,32.8,0,270.5
2020-07-17 18:00:00,31.8,0,407.5
2020-07-17 19:00:00,23.9,0,78.77
2020-07-17 20:00:00,23.7,0,0
2020-07-17 21:00:00,21.9,0,0
2020-07-17 22:00:00,21.8,0.51,0
2020-07-17 23:00:00,21.5,1.52,0
2020-07-18 00:00:00,20.9,0,0
2020-07-18 01:00:00,21,0,0
2020-07-18 02:00:00,20.9,0,0
2020-07-18 03:00:00,21.1,0,0
2020-07-18 04:00:00,21,0.25,0
2020-07-18 05:00:00,21,0,0
2020-07-18 06:00:00,21.1,0,0
2020-07-18 07:00:00,22,0,37.66
2020-07-18 08:00:00,24.9,0,106.1
2020-07-18 09:00:00,26.7,0,612.9
2020-07-18 10:00:00,29.1,0,325.3
2020-07-18 11:00:00,30.4,0,805
2020-07-18 12:00:00,31.4,0,887
2020-07-18 13:00:00,32.1,0,997
2020-07-18 14:00:00,31.1,0,1120
2020-07-18 15:00:00,32.1,0,1024
2020-07-18 16:00:00,31.7,0,818
2020-07-18 17:00:00,31.7,0,243.1
2020-07-18 18:00:00,28.8,0,407.5
2020-07-18 19:00:00,26.4,0,37.67
2020-07-18 20:00:00,24.8,0,0
2020-07-18 21:00:00,24.6,0,0
2020-07-18 22:00:00,23.8,0,0
2020-07-18 23:00:00,23.3,0,0
2020-07-19 00:00:00,22.2,0,0
2020-07-19 01:00:00,21.7,0,0
2020-07-19 02:00:00,22,0,0
2020-07-19 03:00:00,21.7,0,0
2020-07-19 04:00:00,21.3,0,0
2020-07-19 05:00:00,21.4,0,0
2020-07-19 06:00:00,22.3,0,0
2020-07-19 07:00:00,24.2,0,78.75
2020-07-19 08:00:00,26.5,0,243.1
2020-07-19 09:00:00,28.3,0,448.5
2020-07-19 10:00:00,30.1,0,640.3
2020-07-19 11:00:00,31.7,0,805
2020-07-19 12:00:00,32.8,0,928
2020-07-19 13:00:00,33.2,0,1051
2020-07-19 14:00:00,34.8,0,393.8
2020-07-19 15:00:00,34.4,0,990
2020-07-19 16:00:00,34.8,0,818
2020-07-19 17:00:00,34.3,0,352.7
2020-07-19 18:00:00,33.5,0,421.2
2020-07-19 19:00:00,31.1,0,202.1
2020-07-19 20:00:00,29.4,0,0
2020-07-19 21:00:00,28.2,0,0
2020-07-19 22:00:00,27.5,0,0
2020-07-19 23:00:00,26.1,0,0
2020-07-20 00:00:00,25.9,0,0
2020-07-20 01:00:00,25.4,0,0
2020-07-20 02:00:00,24.8,0,0
2020-07-20 03:00:00,25,0,0
2020-07-20 04:00:00,24.6,0,0
2020-07-20 05:00:00,24.1,0,0
